date,zone,store_id,demand,event,overload_risk
2026-01-08,Suburban,SU-009,1470.44,None,1.0
2026-01-08,Industrial,IN-010,2141.44,None,1.0
2026-01-08,Industrial,IN-011,1828.04,None,1.0
2026-01-08,Industrial,IN-012,3114.99,None,1.0
2026-01-08,Port,PO-013,1469.88,None,1.0
2026-01-08,Port,PO-014,1864.78,None,1.0
2026-01-08,Airport,AI-015,1307.35,None,1.0
2026-01-08,Airport,AI-016,1500.66,None,1.0
2026-01-08,North,NO-017,1232.47,None,0.991
2026-01-08,North,NO-018,1586.04,None,1.0
2026-01-08,North,NO-019,1381.47,None,1.0
2026-01-08,South,SO-020,1471.63,None,1.0
2026-01-08,South,SO-021,995.6,None,0.834
2026-01-08,South,SO-022,1740.75,None,1.0
2026-01-08,Center,CE-023,2164.04,None,1.0
2026-01-08,Center,CE-024,2017.88,None,1.0
2026-01-08,Center,CE-025,2261.38,None,1.0
2026-01-08,Center,CE-026,2504.54,None,1.0
2026-01-09,Urban,UR-001,1947.76,None,1.0
2026-01-09,Urban,UR-002,2216.41,None,1.0
2026-01-09,Urban,UR-003,1994.1,None,1.0
2026-01-09,Urban,UR-004,1126.9,None,0.804
2026-01-09,Urban,UR-005,1683.2,None,1.0
2026-01-09,Suburban,SU-006,1256.55,None,1.0
2026-01-09,Suburban,SU-007,1500.16,None,1.0
2026-01-09,Suburban,SU-008,859.0,None,0.865
2026-01-09,Suburban,SU-009,782.36,None,0.784
2026-01-09,Industrial,IN-010,2288.27,None,1.0
2026-01-09,Industrial,IN-011,1718.13,None,0.986
2026-01-09,Industrial,IN-012,2468.52,None,1.0
2026-01-09,Port,PO-013,1589.65,None,1.0
2026-01-09,Port,PO-014,1294.08,None,0.975
2026-01-09,Airport,AI-015,1283.64,None,1.0
2026-01-09,Airport,AI-016,1773.9,None,1.0
2026-01-09,North,NO-017,1213.79,None,0.981
2026-01-09,North,NO-018,1144.8,None,0.917
2026-01-09,North,NO-019,1312.52,None,1.0
2026-01-09,South,SO-020,1110.78,None,0.916
2026-01-09,South,SO-021,1933.75,None,1.0
2026-01-09,South,SO-022,1406.77,None,1.0
2026-01-09,Center,CE-023,1446.5,None,0.963
2026-01-09,Center,CE-024,2052.87,None,1.0
2026-01-09,Center,CE-025,1585.5,None,1.0
2026-01-09,Center,CE-026,1802.22,None,1.0
2026-01-10,Urban,UR-001,1789.22,None,1.0
2026-01-10,Urban,UR-002,1943.34,None,1.0
2026-01-10,Urban,UR-003,1122.14,None,0.868
2026-01-10,Urban,UR-004,2892.37,None,1.0
2026-01-10,Urban,UR-005,2616.53,None,1.0
2026-01-10,Suburban,SU-006,1413.19,None,1.0
2026-01-10,Suburban,SU-007,1385.25,None,1.0
2026-01-10,Suburban,SU-008,1121.27,None,1.0
2026-01-10,Suburban,SU-009,1771.86,None,1.0
2026-01-10,Industrial,IN-010,1344.53,None,0.858
2026-01-10,Industrial,IN-011,1581.51,None,0.936
2026-01-10,Industrial,IN-012,1759.02,None,0.96
2026-01-10,Port,PO-013,1933.74,None,1.0
2026-01-10,Port,PO-014,1876.58,None,1.0
2026-01-10,Airport,AI-015,2301.1,None,1.0
2026-01-10,Airport,AI-016,1965.68,None,1.0
2026-01-10,North,NO-017,1241.84,None,0.996
2026-01-10,North,NO-018,1180.27,None,0.935
2026-01-10,North,NO-019,771.01,None,0.737
2026-01-10,South,SO-020,1721.83,None,1.0
2026-01-10,South,SO-021,1436.57,None,1.0
2026-01-10,South,SO-022,1462.84,None,1.0
2026-01-10,Center,CE-023,1852.06,None,1.0
2026-01-10,Center,CE-024,2177.45,None,1.0
2026-01-10,Center,CE-025,1009.99,None,0.788
2026-01-10,Center,CE-026,2540.88,None,1.0
2026-01-11,Urban,UR-001,2354.85,None,1.0
2026-01-11,Urban,UR-002,2168.34,None,1.0
2026-01-11,Urban,UR-003,1564.84,None,1.0
2026-01-11,Urban,UR-004,2013.38,None,1.0
2026-01-11,Urban,UR-005,3354.31,None,1.0
2026-01-11,Suburban,SU-006,1697.17,None,1.0
2026-01-11,Suburban,SU-007,1277.51,None,1.0
2026-01-11,Suburban,SU-008,1106.03,None,1.0
2026-01-11,Suburban,SU-009,1285.41,None,1.0
2026-01-11,Industrial,IN-010,1636.67,None,0.967
2026-01-11,Industrial,IN-011,1490.93,None,0.902
2026-01-11,Industrial,IN-012,1956.62,None,1.0
2026-01-11,Port,PO-013,1594.61,None,1.0
2026-01-11,Port,PO-014,1565.2,None,1.0
2026-01-11,Airport,AI-015,1205.11,None,1.0
2026-01-11,Airport,AI-016,1872.89,None,1.0
2026-01-11,North,NO-017,1162.66,None,0.953
2026-01-11,North,NO-018,2132.16,None,1.0
2026-01-11,North,NO-019,1385.08,None,1.0
2026-01-11,South,SO-020,1498.11,None,1.0
2026-01-11,South,SO-021,1679.02,None,1.0
2026-01-11,South,SO-022,1987.95,None,1.0
2026-01-11,Center,CE-023,1763.13,None,1.0
2026-01-11,Center,CE-024,2611.56,None,1.0
2026-01-11,Center,CE-025,2131.23,None,1.0
2026-01-11,Center,CE-026,2677.27,None,1.0
2026-01-12,Urban,UR-001,1485.68,None,0.993
2026-01-12,Urban,UR-002,2033.62,None,1.0
2026-01-12,Urban,UR-003,1216.92,None,0.912
2026-01-12,Urban,UR-004,947.54,None,0.73
2026-01-12,Urban,UR-005,1148.63,None,0.802
2026-01-12,Suburban,SU-006,1110.87,None,1.0
2026-01-12,Suburban,SU-007,1338.48,None,1.0
2026-01-12,Suburban,SU-008,1114.85,None,1.0
2026-01-12,Suburban,SU-009,1211.26,None,1.0
2026-01-12,Industrial,IN-010,2479.02,None,1.0
2026-01-12,Industrial,IN-011,2473.75,None,1.0
2026-01-12,Industrial,IN-012,3024.19,None,1.0
2026-01-12,Port,PO-013,1356.72,None,1.0
2026-01-12,Port,PO-014,1623.41,None,1.0
2026-01-12,Airport,AI-015,1784.75,None,1.0
2026-01-12,Airport,AI-016,1585.38,None,1.0
2026-01-12,North,NO-017,1593.9,None,1.0
2026-01-12,North,NO-018,1236.34,None,0.964
2026-01-12,North,NO-019,1610.51,None,1.0
2026-01-12,South,SO-020,1556.04,None,1.0
2026-01-12,South,SO-021,955.6,None,0.814
2026-01-12,South,SO-022,1452.94,None,1.0
2026-01-12,Center,CE-023,1700.34,None,1.0
2026-01-12,Center,CE-024,2253.68,None,1.0
2026-01-12,Center,CE-025,1654.02,None,1.0
2026-01-12,Center,CE-026,3761.75,None,1.0
2026-01-13,Urban,UR-001,1653.98,None,1.0
2026-01-13,Urban,UR-002,1938.17,None,1.0
2026-01-13,Urban,UR-003,1158.79,None,0.885
2026-01-13,Urban,UR-004,1874.97,None,1.0
2026-01-13,Urban,UR-005,2370.56,None,1.0
2026-01-13,Suburban,SU-006,1006.33,None,0.955
2026-01-13,Suburban,SU-007,968.91,None,0.899
2026-01-13,Suburban,SU-008,1066.67,None,1.0
2026-01-13,Suburban,SU-009,1176.61,None,1.0
2026-01-13,Industrial,IN-010,2645.06,None,1.0
2026-01-13,Industrial,IN-011,2255.04,None,1.0
2026-01-13,Industrial,IN-012,3143.96,None,1.0
2026-01-13,Port,PO-013,1676.2,None,1.0
2026-01-13,Port,PO-014,913.79,None,0.797
2026-01-13,Airport,AI-015,1692.95,None,1.0
2026-01-13,Airport,AI-016,1212.32,None,0.972
2026-01-13,North,NO-017,1059.81,None,0.898
2026-01-13,North,NO-018,1317.01,None,1.0
2026-01-13,North,NO-019,1551.79,None,1.0
2026-01-13,South,SO-020,1287.32,None,1.0
2026-01-13,South,SO-021,1110.04,None,0.893
2026-01-13,South,SO-022,1503.81,None,1.0
2026-01-13,Center,CE-023,1385.56,None,0.937
2026-01-13,Center,CE-024,1872.42,None,1.0
2026-01-13,Center,CE-025,1380.91,None,0.953
2026-01-13,Center,CE-026,1893.35,None,1.0
2026-01-14,Urban,UR-001,1534.66,None,1.0
2026-01-14,Urban,UR-002,1717.07,None,1.0
2026-01-14,Urban,UR-003,2579.47,None,1.0
2026-01-14,Urban,UR-004,1317.52,None,0.882
2026-01-14,Urban,UR-005,2271.54,None,1.0
2026-01-14,Suburban,SU-006,609.17,None,0.7
2026-01-14,Suburban,SU-007,925.0,None,0.873
2026-01-14,Suburban,SU-008,1116.23,None,1.0
2026-01-14,Suburban,SU-009,1118.94,None,0.987
2026-01-14,Industrial,IN-010,2424.9,None,1.0
2026-01-14,Industrial,IN-011,2175.06,None,1.0
2026-01-14,Industrial,IN-012,2405.03,None,1.0
2026-01-14,Port,PO-013,1432.1,None,1.0
2026-01-14,Port,PO-014,1502.49,None,1.0
2026-01-14,Airport,AI-015,1298.57,None,1.0
2026-01-14,Airport,AI-016,1403.77,None,1.0
2026-01-14,North,NO-017,1216.94,None,0.983
2026-01-14,North,NO-018,1281.51,None,0.988
2026-01-14,North,NO-019,1373.31,None,1.0
2026-01-14,South,SO-020,1368.65,None,1.0
2026-01-14,South,SO-021,1194.28,None,0.936
2026-01-14,South,SO-022,1536.18,None,1.0
2026-01-14,Center,CE-023,1721.09,None,1.0
2026-01-14,Center,CE-024,1463.93,None,0.874
2026-01-14,Center,CE-025,1415.68,None,0.968
2026-01-14,Center,CE-026,2186.63,None,1.0
2026-01-15,Urban,UR-001,850.87,None,0.714
2026-01-15,Urban,UR-002,1861.12,None,1.0
2026-01-15,Urban,UR-003,593.44,None,0.619
2026-01-15,Urban,UR-004,2257.72,None,1.0
2026-01-15,Urban,UR-005,1513.99,None,0.948
2026-01-15,Suburban,SU-006,1151.51,None,1.0
2026-01-15,Suburban,SU-007,1158.74,None,1.0
2026-01-15,Suburban,SU-008,1432.41,None,1.0
2026-01-15,Suburban,SU-009,1636.81,None,1.0
2026-01-15,Industrial,IN-010,2452.2,None,1.0
2026-01-15,Industrial,IN-011,1881.92,None,1.0
2026-01-15,Industrial,IN-012,3688.42,None,1.0
2026-01-15,Port,PO-013,1487.66,None,1.0
2026-01-15,Port,PO-014,1234.98,None,0.947
2026-01-15,Airport,AI-015,1585.36,None,1.0
2026-01-15,Airport,AI-016,2061.51,None,1.0
2026-01-15,North,NO-017,1624.62,None,1.0
2026-01-15,North,NO-018,1807.56,None,1.0
2026-01-15,North,NO-019,1247.73,None,0.993
2026-01-15,South,SO-020,1479.54,None,1.0
2026-01-15,South,SO-021,1262.97,None,0.971
2026-01-15,South,SO-022,1395.09,None,1.0
2026-01-15,Center,CE-023,1139.12,None,0.831
2026-01-15,Center,CE-024,1612.25,None,0.928
2026-01-15,Center,CE-025,1729.71,None,1.0
2026-01-15,Center,CE-026,1211.01,None,0.803
2026-01-16,Urban,UR-001,1602.33,None,1.0
2026-01-16,Urban,UR-002,1693.08,None,1.0
2026-01-16,Urban,UR-003,1711.1,None,1.0
2026-01-16,Urban,UR-004,1154.0,None,0.815
2026-01-16,Urban,UR-005,1067.63,None,0.769
2026-01-16,Suburban,SU-006,1244.73,None,1.0
2026-01-16,Suburban,SU-007,1159.74,None,1.0
2026-01-16,Suburban,SU-008,1000.98,None,0.957
2026-01-16,Suburban,SU-009,778.23,None,0.781
2026-01-16,Industrial,IN-010,2061.7,None,1.0
2026-01-16,Industrial,IN-011,1922.28,None,1.0
2026-01-16,Industrial,IN-012,2784.36,None,1.0
2026-01-16,Port,PO-013,1110.6,None,0.903
2026-01-16,Port,PO-014,1410.33,None,1.0
2026-01-16,Airport,AI-015,1502.46,None,1.0
2026-01-16,Airport,AI-016,1592.83,None,1.0
2026-01-16,North,NO-017,1172.27,None,0.958
2026-01-16,North,NO-018,1512.55,None,1.0
2026-01-16,North,NO-019,1513.41,None,1.0
2026-01-16,South,SO-020,1316.52,None,1.0
2026-01-16,South,SO-021,1453.9,None,1.0
2026-01-16,South,SO-022,1276.59,None,0.982
2026-01-16,Center,CE-023,1931.83,None,1.0
2026-01-16,Center,CE-024,1851.09,None,1.0
2026-01-16,Center,CE-025,1128.2,None,0.841
2026-01-16,Center,CE-026,1960.37,None,1.0
2026-01-17,Urban,UR-001,1389.37,None,0.951
2026-01-17,Urban,UR-002,2677.17,None,1.0
2026-01-17,Urban,UR-003,2098.23,None,1.0
2026-01-17,Urban,UR-004,1307.99,None,0.878
2026-01-17,Urban,UR-005,2616.54,None,1.0
2026-01-17,Suburban,SU-006,1330.86,None,1.0
2026-01-17,Suburban,SU-007,1496.17,None,1.0
2026-01-17,Suburban,SU-008,1269.02,None,1.0
2026-01-17,Suburban,SU-009,1675.13,None,1.0
2026-01-17,Industrial,IN-010,1459.55,None,0.901
2026-01-17,Industrial,IN-011,1862.83,None,1.0
2026-01-17,Industrial,IN-012,1873.84,None,1.0
2026-01-17,Port,PO-013,1115.42,None,0.906
2026-01-17,Port,PO-014,1120.82,None,0.894
2026-01-17,Airport,AI-015,1249.69,None,1.0
2026-01-17,Airport,AI-016,1288.99,None,1.0
2026-01-17,North,NO-017,852.47,None,0.786
2026-01-17,North,NO-018,958.45,None,0.821
2026-01-17,North,NO-019,1221.69,None,0.979
2026-01-17,South,SO-020,1203.18,None,0.966
2026-01-17,South,SO-021,2102.78,None,1.0
2026-01-17,South,SO-022,1265.6,None,0.976
2026-01-17,Center,CE-023,2309.66,None,1.0
2026-01-17,Center,CE-024,2916.55,None,1.0
2026-01-17,Center,CE-025,1652.58,None,1.0
2026-01-17,Center,CE-026,1888.61,None,1.0
2026-01-18,Urban,UR-001,1697.37,None,1.0
2026-01-18,Urban,UR-002,2004.39,None,1.0
2026-01-18,Urban,UR-003,1660.29,None,1.0
2026-01-18,Urban,UR-004,1620.65,None,1.0
2026-01-18,Urban,UR-005,2340.49,None,1.0
2026-01-18,Suburban,SU-006,1180.91,None,1.0
2026-01-18,Suburban,SU-007,1842.29,None,1.0
2026-01-18,Suburban,SU-008,1440.92,None,1.0
2026-01-18,Suburban,SU-009,1236.03,None,1.0
2026-01-18,Industrial,IN-010,1765.24,None,1.0
2026-01-18,Industrial,IN-011,1765.08,None,1.0
2026-01-18,Industrial,IN-012,2097.65,None,1.0
2026-01-18,Port,PO-013,1088.02,None,0.893
2026-01-18,Port,PO-014,1245.35,None,0.952
2026-01-18,Airport,AI-015,1052.67,None,0.965
2026-01-18,Airport,AI-016,1524.73,None,1.0
2026-01-18,North,NO-017,525.07,None,0.609
2026-01-18,North,NO-018,1047.68,None,0.867
2026-01-18,North,NO-019,1626.3,None,1.0
2026-01-18,South,SO-020,1119.14,None,0.921
2026-01-18,South,SO-021,1512.52,None,1.0
2026-01-18,South,SO-022,1520.96,None,1.0
2026-01-18,Center,CE-023,2016.97,None,1.0
2026-01-18,Center,CE-024,2511.9,None,1.0
2026-01-18,Center,CE-025,2168.59,None,1.0
2026-01-18,Center,CE-026,2718.4,None,1.0
2026-01-19,Urban,UR-001,1351.18,None,0.934
2026-01-19,Urban,UR-002,1301.53,None,0.887
2026-01-19,Urban,UR-003,1588.5,None,1.0
2026-01-19,Urban,UR-004,2384.09,None,1.0
2026-01-19,Urban,UR-005,1729.6,None,1.0
2026-01-19,Suburban,SU-006,1049.06,None,0.982
2026-01-19,Suburban,SU-007,1213.03,None,1.0
2026-01-19,Suburban,SU-008,1399.46,None,1.0
2026-01-19,Suburban,SU-009,1156.75,None,1.0
2026-01-19,Industrial,IN-010,2665.08,None,1.0
2026-01-19,Industrial,IN-011,2352.39,None,1.0
2026-01-19,Industrial,IN-012,2402.72,None,1.0
2026-01-19,Port,PO-013,1284.37,None,0.987
2026-01-19,Port,PO-014,1474.59,None,1.0
2026-01-19,Airport,AI-015,1250.68,None,1.0
2026-01-19,Airport,AI-016,1180.92,None,0.957
2026-01-19,North,NO-017,1119.46,None,0.93
2026-01-19,North,NO-018,1840.32,None,1.0
2026-01-19,North,NO-019,1210.23,None,0.972
2026-01-19,South,SO-020,814.63,None,0.759
2026-01-19,South,SO-021,880.81,None,0.775
2026-01-19,South,SO-022,1194.59,None,0.94
2026-01-19,Center,CE-023,1184.77,None,0.851
2026-01-19,Center,CE-024,1768.17,None,0.985
2026-01-19,Center,CE-025,1824.91,None,1.0
2026-01-19,Center,CE-026,2174.07,None,1.0
2026-01-20,Urban,UR-001,1407.54,None,0.959
2026-01-20,Urban,UR-002,1186.02,None,0.838
2026-01-20,Urban,UR-003,913.12,None,0.769
2026-01-20,Urban,UR-004,2149.37,None,1.0
2026-01-20,Urban,UR-005,1975.26,None,1.0
2026-01-20,Suburban,SU-006,998.38,None,0.95
2026-01-20,Suburban,SU-007,1102.0,None,0.98
2026-01-20,Suburban,SU-008,985.35,None,0.947
2026-01-20,Suburban,SU-009,1204.9,None,1.0
2026-01-20,Industrial,IN-010,2115.57,None,1.0
2026-01-20,Industrial,IN-011,2364.19,None,1.0
2026-01-20,Industrial,IN-012,2606.25,None,1.0
2026-01-20,Port,PO-013,1160.24,None,0.927
2026-01-20,Port,PO-014,1495.43,None,1.0
2026-01-20,Airport,AI-015,1585.24,None,1.0
2026-01-20,Airport,AI-016,1504.19,None,1.0
2026-01-20,North,NO-017,1301.71,None,1.0
2026-01-20,North,NO-018,1064.14,None,0.875
2026-01-20,North,NO-019,1034.2,None,0.878
2026-01-20,South,SO-020,1240.85,None,0.986
2026-01-20,South,SO-021,1138.16,None,0.907
2026-01-20,South,SO-022,1928.46,None,1.0
2026-01-20,Center,CE-023,1404.21,None,0.945
2026-01-20,Center,CE-024,986.62,None,0.7
2026-01-20,Center,CE-025,1716.25,None,1.0
2026-01-20,Center,CE-026,1870.19,None,1.0
2026-01-21,Urban,UR-001,1070.83,None,0.811
2026-01-21,Urban,UR-002,1551.11,None,0.992
2026-01-21,Urban,UR-003,1399.62,None,0.998
2026-01-21,Urban,UR-004,1226.17,None,0.845
2026-01-21,Urban,UR-005,1558.97,None,0.966
2026-01-21,Suburban,SU-006,1032.87,None,0.972
